TimeStamp;Ventilador;PC;AC;Lampara;TV;;
01/01/2024 00:00:00;0.0310;0.0000;0.2189;0.0153;0.0160;;
01/01/2024 01:00:00;0.0262;0.0000;0.5725;0.0025;0.0160;;
01/01/2024 02:00:00;0.0162;0.0000;0.4512;0.0026;0.0156;;
01/01/2024 03:00:00;0.0269;0.0000;0.4097;0.0012;0.0157;;
01/01/2024 04:00:00;0.0654;0.0000;0.4086;0.0013;0.0160;;
01/01/2024 05:00:00;0.0656;0.0000;0.3140;0.0000;0.0156;;
01/01/2024 06:00:00;0.0675;0.0000;0.3423;0.0050;0.0161;;
01/01/2024 07:00:00;0.0996;0.0000;0.3944;0.0158;0.0161;;
01/01/2024 08:00:00;0.1153;0.0000;0.3422;0.0178;0.0234;;
01/01/2024 09:00:00;0.0524;0.0000;0.4347;0.0145;0.0526;;
01/01/2024 10:00:00;0.0950;0.0000;0.5479;0.0093;0.0489;;
01/01/2024 11:00:00;0.0243;0.0000;0.4549;0.0088;0.0428;;
01/01/2024 12:00:00;0.0335;0.0000;0.5543;0.0091;0.0430;;
01/01/2024 13:00:00;0.1176;0.0000;0.6849;0.0093;0.0435;;
01/01/2024 14:00:00;0.1441;0.0000;0.6966;0.0181;0.0424;;
01/01/2024 15:00:00;0.1160;0.0000;0.7376;0.0213;0.0437;;
01/01/2024 16:00:00;0.1320;0.0000;0.7321;0.0081;0.0433;;
01/01/2024 17:00:00;0.1126;0.0000;0.6502;0.0124;0.0431;;
01/01/2024 18:00:00;0.0575;0.0000;0.5316;0.0219;0.0420;;
01/01/2024 19:00:00;0.0368;0.0000;0.6273;0.0184;0.0427;;
01/01/2024 20:00:00;0.0393;0.0000;0.5212;0.0116;0.0437;;
01/01/2024 21:00:00;0.0938;0.0000;0.2168;0.0086;0.0181;;
01/01/2024 22:00:00;0.0629;0.0000;0.5710;0.0108;0.0159;;
01/01/2024 23:00:00;0.0653;0.0000;0.4698;0.0000;0.0160;;
01/02/2024 00:00:00;0.0661;0.0000;0.5062;0.0003;0.0158;;
01/02/2024 01:00:00;0.0671;0.0000;0.4229;0.0000;0.0150;;
01/02/2024 02:00:00;0.0664;0.0000;0.4089;0.0000;0.0151;;
01/02/2024 03:00:00;0.0642;0.0000;0.4017;0.0000;0.0159;;
01/02/2024 04:00:00;0.0645;0.0000;0.3597;0.0000;0.0156;;
01/02/2024 05:00:00;0.0638;0.0000;0.3452;0.0010;0.0156;;
01/02/2024 06:00:00;0.0658;0.0000;0.3431;0.0100;0.0160;;
01/02/2024 07:00:00;0.0663;0.0000;0.3862;0.0192;0.0002;;
01/02/2024 08:00:00;0.0694;0.0000;0.5104;0.0297;0.0189;;
01/02/2024 09:00:00;0.1366;0.0000;0.5497;0.0222;0.0294;;
01/02/2024 10:00:00;0.0186;0.0000;0.0000;0.0002;0.0001;;
01/02/2024 11:00:00;0.0161;0.0000;0.0000;0.0000;0.0002;;
01/02/2024 12:00:00;0.0161;0.0000;0.0000;0.0000;0.0001;;
01/02/2024 13:00:00;0.0161;0.0000;0.0000;0.0000;0.0002;;
01/02/2024 14:00:00;0.0161;0.0000;0.0000;0.0000;0.0002;;
01/02/2024 15:00:00;0.0161;0.0000;0.0000;0.0000;0.0003;;
01/02/2024 16:00:00;0.0161;0.0000;0.0000;0.0000;0.0002;;
01/02/2024 17:00:00;0.0161;0.0000;0.0000;0.0000;0.0001;;
01/02/2024 18:00:00;0.0176;0.0000;0.0015;0.0005;0.0001;;
01/02/2024 19:00:00;0.0938;0.0000;0.6965;0.0221;0.0271;;
01/02/2024 20:00:00;0.0879;0.0000;0.6841;0.0186;0.0401;;
01/02/2024 21:00:00;0.0510;0.0000;0.4976;0.0052;0.0422;;
01/02/2024 22:00:00;0.0306;0.0000;0.4299;0.0015;0.0308;;
01/02/2024 23:00:00;0.0648;0.0000;0.4189;0.0000;0.0159;;
01/03/2024 00:00:00;0.0656;0.0000;0.4250;0.0000;0.0163;;
01/03/2024 01:00:00;0.0663;0.0000;0.3189;0.0000;0.0161;;
01/03/2024 02:00:00;0.0672;0.0000;0.3728;0.0000;0.0154;;
01/03/2024 03:00:00;0.0676;0.0000;0.3407;0.0003;0.0153;;
01/03/2024 04:00:00;0.0681;0.0000;0.2827;0.0000;0.0151;;
01/03/2024 05:00:00;0.0688;0.0000;0.2967;0.0000;0.0145;;
01/03/2024 06:00:00;0.0699;0.0000;0.3281;0.0004;0.0164;;
01/03/2024 07:00:00;0.0408;0.0000;0.2539;0.0118;0.0167;;
01/03/2024 08:00:00;0.0162;0.0000;0.3165;0.0052;0.0160;;
01/03/2024 09:00:00;0.0295;0.0000;0.4113;0.0078;0.0157;;
01/03/2024 10:00:00;0.0792;0.0000;0.5525;0.0091;0.0350;;
01/03/2024 11:00:00;0.0880;0.0000;0.3292;0.0081;0.0413;;
01/03/2024 12:00:00;0.0766;0.0000;0.0094;0.0079;0.0426;;
01/03/2024 13:00:00;0.0384;0.0000;0.0068;0.0089;0.0433;;
01/03/2024 14:00:00;0.0514;0.0000;0.0149;0.0078;0.0424;;
01/03/2024 15:00:00;0.0464;0.0000;0.6568;0.0083;0.0590;;
01/03/2024 16:00:00;0.0165;0.0000;0.5208;0.0082;0.0493;;
01/03/2024 17:00:00;0.0163;0.0000;0.3651;0.0147;0.0422;;
01/03/2024 18:00:00;0.0164;0.0000;0.4591;0.0165;0.0419;;
01/03/2024 19:00:00;0.0163;0.0000;0.4096;0.0149;0.0435;;
01/03/2024 20:00:00;0.0163;0.0000;0.3773;0.0081;0.0416;;
01/03/2024 21:00:00;0.0163;0.0000;0.4773;0.0066;0.0427;;
01/03/2024 22:00:00;0.0162;0.0000;0.3019;0.0025;0.0333;;
01/03/2024 23:00:00;0.0466;0.0000;0.2769;0.0035;0.0161;;
01/04/2024 00:00:00;0.0647;0.0000;0.3094;0.0000;0.0161;;
01/04/2024 01:00:00;0.0647;0.0000;0.3208;0.0000;0.0163;;
01/04/2024 02:00:00;0.0650;0.0000;0.2344;0.0000;0.0162;;
01/04/2024 03:00:00;0.0653;0.0000;0.2605;0.0000;0.0160;;
01/04/2024 04:00:00;0.0655;0.0000;0.2508;0.0022;0.0158;;
01/04/2024 05:00:00;0.0430;0.0000;0.2049;0.0102;0.0156;;
01/04/2024 06:00:00;0.0582;0.0000;0.1614;0.0148;0.0165;;
01/04/2024 07:00:00;0.0872;0.0000;0.2469;0.0124;0.0161;;
01/04/2024 08:00:00;0.0871;0.0000;0.3267;0.0125;0.0161;;
01/04/2024 09:00:00;0.0831;0.0000;0.3110;0.0156;0.0162;;
01/04/2024 10:00:00;0.1002;0.0000;0.3025;0.0055;0.0162;;
01/04/2024 11:00:00;0.1401;0.0000;0.3698;0.0080;0.0193;;
01/04/2024 12:00:00;0.1429;0.0000;0.5287;0.0115;0.0426;;
01/04/2024 13:00:00;0.0939;0.0000;0.0000;0.0094;0.0443;;
01/04/2024 14:00:00;0.0817;0.0000;0.1822;0.0110;0.0647;;
01/04/2024 15:00:00;0.0597;0.0000;0.7594;0.0124;0.0425;;
01/04/2024 16:00:00;0.0202;0.0000;0.6110;0.0087;0.0416;;
01/04/2024 17:00:00;0.0185;0.0000;0.4998;0.0157;0.0416;;
01/04/2024 18:00:00;0.0265;0.0000;0.2953;0.0153;0.0430;;
01/04/2024 19:00:00;0.0284;0.0000;0.0002;0.0109;0.0440;;
01/04/2024 20:00:00;0.0801;0.0000;0.5506;0.0194;0.0425;;
01/04/2024 21:00:00;0.0283;0.0000;0.4656;0.0013;0.0437;;
01/04/2024 22:00:00;0.0297;0.0000;0.4271;0.0064;0.0315;;
01/04/2024 23:00:00;0.0639;0.0000;0.3836;0.0000;0.0163;;
01/05/2024 00:00:00;0.0644;0.0000;0.3139;0.0000;0.0162;;
01/05/2024 01:00:00;0.0650;0.0000;0.3171;0.0000;0.0165;;
01/05/2024 02:00:00;0.0650;0.0000;0.2969;0.0000;0.0163;;
01/05/2024 03:00:00;0.0654;0.0000;0.2364;0.0001;0.0162;;
01/05/2024 04:00:00;0.0649;0.0000;0.2531;0.0022;0.0162;;
01/05/2024 05:00:00;0.0653;0.0000;0.3158;0.0054;0.0284;;
01/05/2024 06:00:00;0.0667;0.0000;0.2187;0.0093;0.0441;;
01/05/2024 07:00:00;0.0303;0.0000;0.2171;0.0179;0.0464;;
01/05/2024 08:00:00;0.0444;0.0000;0.3345;0.0160;0.0432;;
01/05/2024 09:00:00;0.0886;0.0000;0.3904;0.0156;0.0415;;
01/05/2024 10:00:00;0.0882;0.0000;0.3330;0.0092;0.0414;;
01/05/2024 11:00:00;0.0941;0.0000;0.3133;0.0083;0.0411;;
01/05/2024 12:00:00;0.1514;0.0000;0.7614;0.0091;0.0432;;
01/05/2024 13:00:00;0.1347;0.0000;0.4116;0.0150;0.0455;;
01/05/2024 14:00:00;0.1390;0.0000;0.3907;0.0152;0.0427;;
01/05/2024 15:00:00;0.1373;0.0000;0.6260;0.0089;0.0419;;
01/05/2024 16:00:00;0.1223;0.0000;0.6914;0.0111;0.0417;;
01/05/2024 17:00:00;0.1314;0.0000;0.4048;0.0150;0.0428;;
01/05/2024 18:00:00;0.0851;0.0000;0.5742;0.0166;0.0506;;
01/05/2024 19:00:00;0.0744;0.0000;0.6202;0.0182;0.0496;;
01/05/2024 20:00:00;0.0163;0.0000;0.5164;0.0062;0.0415;;
01/05/2024 21:00:00;0.0162;0.0000;0.3231;0.0000;0.0426;;
01/05/2024 22:00:00;0.0162;0.0000;0.3214;0.0032;0.0288;;
01/05/2024 23:00:00;0.0162;0.0000;0.6111;0.0000;0.0163;;
01/06/2024 00:00:00;0.0161;0.0000;0.5161;0.0000;0.0163;;
01/06/2024 01:00:00;0.0372;0.0000;0.5451;0.0007;0.0164;;
01/06/2024 02:00:00;0.0717;0.0000;0.5185;0.0000;0.0162;;
01/06/2024 03:00:00;0.0717;0.0000;0.4376;0.0083;0.0161;;
01/06/2024 04:00:00;0.0719;0.0000;0.4683;0.0009;0.0160;;
01/06/2024 05:00:00;0.0720;0.0000;0.4016;0.0000;0.0158;;
01/06/2024 06:00:00;0.0743;0.0000;0.4056;0.0073;0.0172;;
01/06/2024 07:00:00;0.0807;0.0000;0.3952;0.0153;0.0422;;
01/06/2024 08:00:00;0.0532;0.0000;0.5748;0.0157;0.0415;;
01/06/2024 09:00:00;0.0803;0.0000;0.6585;0.0092;0.0413;;
01/06/2024 10:00:00;0.0469;0.0000;0.6864;0.0081;0.0388;;
01/06/2024 11:00:00;0.0539;0.0000;0.6572;0.0085;0.0340;;
01/06/2024 12:00:00;0.1076;0.0000;0.6888;0.0083;0.0374;;
01/06/2024 13:00:00;0.1190;0.0000;0.7338;0.0086;0.0350;;
01/06/2024 14:00:00;0.0554;0.0000;0.7147;0.0127;0.0354;;
01/06/2024 15:00:00;0.0681;0.0000;0.6673;0.0076;0.0347;;
01/06/2024 16:00:00;0.0834;0.0000;0.6553;0.0090;0.0256;;
01/06/2024 17:00:00;0.1018;0.0000;0.6662;0.0106;0.0152;;
01/06/2024 18:00:00;0.0163;0.0000;0.5842;0.0074;0.0001;;
01/06/2024 19:00:00;0.0162;0.0000;0.5298;0.0074;0.0000;;
01/06/2024 20:00:00;0.0162;0.0000;0.5056;0.0074;0.0001;;
01/06/2024 21:00:00;0.0164;0.0000;0.4996;0.0122;0.0187;;
01/06/2024 22:00:00;0.0166;0.0000;0.3244;0.0078;0.0163;;
01/06/2024 23:00:00;0.0167;0.0000;0.4317;0.0058;0.0161;;
01/07/2024 00:00:00;0.0162;0.0000;0.3813;0.0000;0.0159;;
01/07/2024 01:00:00;0.0162;0.0000;0.3609;0.0000;0.0161;;
01/07/2024 02:00:00;0.0161;0.0000;0.3357;0.0000;0.0158;;
01/07/2024 03:00:00;0.0161;0.0000;0.3790;0.0000;0.0157;;
01/07/2024 04:00:00;0.0161;0.0000;0.3176;0.0000;0.0156;;
01/07/2024 05:00:00;0.0161;0.0000;0.2670;0.0031;0.0156;;
01/07/2024 06:00:00;0.0161;0.0000;0.2703;0.0014;0.0161;;
01/07/2024 07:00:00;0.0179;0.0000;0.2473;0.0123;0.0159;;
01/07/2024 08:00:00;0.0161;0.0000;0.2907;0.0134;0.0156;;
01/07/2024 09:00:00;0.0871;0.0000;0.3558;0.0096;0.0252;;
01/07/2024 10:00:00;0.0783;0.0000;0.3334;0.0083;0.0415;;
01/07/2024 11:00:00;0.0424;0.0000;0.4646;0.0077;0.0419;;
01/07/2024 12:00:00;0.1155;0.0000;0.4636;0.0077;0.0424;;
01/07/2024 13:00:00;0.1048;0.0000;0.6335;0.0128;0.0413;;
01/07/2024 14:00:00;0.0910;0.0000;0.4826;0.0043;0.0423;;
01/07/2024 15:00:00;0.0915;0.0000;0.6852;0.0072;0.0418;;
01/07/2024 16:00:00;0.0611;0.0000;0.6497;0.0097;0.0392;;
01/07/2024 17:00:00;0.0237;0.0000;0.6491;0.0240;0.0357;;
01/07/2024 18:00:00;0.0432;0.0000;0.6801;0.0237;0.0343;;
01/07/2024 19:00:00;0.0325;0.0000;0.5882;0.0159;0.0400;;
01/07/2024 20:00:00;0.0165;0.0000;0.5157;0.0111;0.0429;;
01/07/2024 21:00:00;0.0175;0.0000;0.6224;0.0010;0.0421;;
01/07/2024 22:00:00;0.0173;0.0000;0.5148;0.0008;0.0197;;
01/07/2024 23:00:00;0.0170;0.0000;0.4136;0.0000;0.0159;;
01/08/2024 00:00:00;0.0162;0.0000;0.4197;0.0000;0.0162;;
01/08/2024 01:00:00;0.0162;0.0000;0.4035;0.0002;0.0159;;
01/08/2024 02:00:00;0.0161;0.0000;0.3236;0.0000;0.0158;;
01/08/2024 03:00:00;0.0162;0.0000;0.3902;0.0000;0.0157;;
01/08/2024 04:00:00;0.0185;0.0000;0.3246;0.0000;0.0158;;
01/08/2024 05:00:00;0.0650;0.0000;0.3054;0.0000;0.0157;;
01/08/2024 06:00:00;0.0665;0.0000;0.2579;0.0061;0.0280;;
01/08/2024 07:00:00;0.0329;0.0000;0.2694;0.0140;0.0419;;
01/08/2024 08:00:00;0.0257;0.0000;0.1954;0.0127;0.0390;;
01/08/2024 09:00:00;0.0220;0.0000;0.0146;0.0084;0.0343;;
01/08/2024 10:00:00;0.0184;0.0000;0.3362;0.0082;0.0334;;
01/08/2024 11:00:00;0.0234;0.0000;0.6281;0.0076;0.0377;;
01/08/2024 12:00:00;0.0234;0.0000;0.6721;0.0014;0.0337;;
01/08/2024 13:00:00;0.0724;0.0000;0.0154;0.0049;0.0343;;
01/08/2024 14:00:00;0.0450;0.0000;0.3957;0.0005;0.0344;;
01/08/2024 15:00:00;0.0233;0.0000;0.2627;0.0004;0.0345;;
01/08/2024 16:00:00;0.0234;0.0000;0.4320;0.0051;0.0344;;
01/08/2024 17:00:00;0.0234;0.0000;0.4847;0.0198;0.0344;;
01/08/2024 18:00:00;0.0233;0.0000;0.2656;0.0210;0.0343;;
01/08/2024 19:00:00;0.0668;0.0000;0.4443;0.0222;0.0255;;
01/08/2024 20:00:00;0.0235;0.0000;0.5442;0.0221;0.0465;;
01/08/2024 21:00:00;0.0235;0.0000;0.3928;0.0217;0.0423;;
01/08/2024 22:00:00;0.0206;0.0000;0.6554;0.0075;0.0239;;
01/08/2024 23:00:00;0.0162;0.0000;0.5614;0.0000;0.0162;;
01/09/2024 00:00:00;0.0161;0.0000;0.5074;0.0000;0.0159;;
01/09/2024 01:00:00;0.0161;0.0000;0.4879;0.0000;0.0159;;
01/09/2024 02:00:00;0.0161;0.0000;0.4129;0.0000;0.0161;;
01/09/2024 03:00:00;0.0161;0.0000;0.4145;0.0000;0.0158;;
01/09/2024 04:00:00;0.0160;0.0000;0.3845;0.0000;0.0158;;
01/09/2024 05:00:00;0.0161;0.0000;0.3969;0.0001;0.0158;;
01/09/2024 06:00:00;0.0161;0.0000;0.3289;0.0066;0.0298;;
01/09/2024 07:00:00;0.0162;0.0000;0.3177;0.0112;0.0448;;
01/09/2024 08:00:00;0.0168;0.0000;0.0149;0.0137;0.0524;;
01/09/2024 09:00:00;0.0188;0.0000;0.1422;0.0142;0.0481;;
01/09/2024 10:00:00;0.0189;0.0000;0.1457;0.0085;0.0431;;
01/09/2024 11:00:00;0.0186;0.0000;0.2950;0.0147;0.0431;;
01/09/2024 12:00:00;0.0166;0.0000;0.1650;0.0099;0.0425;;
01/09/2024 13:00:00;0.0168;0.0000;0.3589;0.0119;0.0442;;
01/09/2024 14:00:00;0.0163;0.0000;0.4678;0.0146;0.0423;;
01/09/2024 15:00:00;0.0035;0.0000;0.0900;0.0029;0.0093;;
01/09/2024 16:00:00;0.0017;0.0000;0.0707;0.0022;0.0048;;
01/09/2024 17:00:00;0.0017;0.0000;0.0707;0.0022;0.0048;;
01/09/2024 18:00:00;0.0017;0.0000;0.0707;0.0022;0.0048;;
01/09/2024 19:00:00;0.0017;0.0000;0.0707;0.0022;0.0048;;
01/09/2024 20:00:00;0.0259;0.0000;0.6361;0.0162;0.0608;;
01/09/2024 21:00:00;0.0265;0.0000;0.4163;0.0102;0.0506;;
01/09/2024 22:00:00;0.0261;0.0000;0.3644;0.0080;0.0324;;
01/09/2024 23:00:00;0.0183;0.0000;0.3076;0.0000;0.0161;;
01/10/2024 00:00:00;0.0163;0.0000;0.3080;0.0001;0.0161;;
01/10/2024 01:00:00;0.0162;0.0000;0.3343;0.0000;0.0160;;
01/10/2024 02:00:00;0.0161;0.0000;0.2163;0.0000;0.0159;;
01/10/2024 03:00:00;0.0161;0.0000;0.2153;0.0000;0.0156;;
01/10/2024 04:00:00;0.0161;0.0000;0.2185;0.0011;0.0154;;
01/10/2024 05:00:00;0.0161;0.0000;0.1914;0.0000;0.0148;;
01/10/2024 06:00:00;0.0162;0.0000;0.1516;0.0103;0.0160;;
01/10/2024 07:00:00;0.0185;0.0000;0.2142;0.0199;0.0266;;
01/10/2024 08:00:00;0.0162;0.0000;0.2219;0.0111;0.0346;;
01/10/2024 09:00:00;0.0163;0.0000;0.1575;0.0076;0.0333;;
01/10/2024 10:00:00;0.0073;0.0000;0.1285;0.0062;0.0155;;
01/10/2024 11:00:00;0.0019;0.0000;0.0000;0.0009;0.0046;;
01/10/2024 12:00:00;0.0019;0.0000;0.0000;0.0009;0.0046;;
01/10/2024 13:00:00;0.0162;0.0000;0.0000;0.0074;0.0275;;
01/10/2024 14:00:00;0.0162;0.0000;0.0000;0.0078;0.0355;;
01/10/2024 15:00:00;0.0008;0.0000;0.0000;0.0007;0.0018;;
01/10/2024 16:00:00;0.0005;0.0000;0.0000;0.0006;0.0012;;
01/10/2024 17:00:00;0.0005;0.0000;0.0000;0.0006;0.0012;;
01/10/2024 18:00:00;0.0162;0.0000;0.4142;0.0175;0.0357;;
01/10/2024 19:00:00;0.0164;0.0000;0.5625;0.0134;0.0411;;
01/10/2024 20:00:00;0.0163;0.0000;0.5059;0.0129;0.0574;;
01/10/2024 21:00:00;0.0163;0.0000;0.4831;0.0173;0.0406;;
01/10/2024 22:00:00;0.0163;0.0000;0.4247;0.0001;0.0161;;
01/10/2024 23:00:00;0.0162;0.0000;0.5610;0.0000;0.0161;;
01/11/2024 00:00:00;0.0162;0.0000;0.4457;0.0000;0.0160;;
01/11/2024 01:00:00;0.0161;0.0000;0.3619;0.0002;0.0159;;
01/11/2024 02:00:00;0.0161;0.0000;0.3939;0.0000;0.0158;;
01/11/2024 03:00:00;0.0161;0.0000;0.3148;0.0000;0.0156;;
01/11/2024 04:00:00;0.0161;0.0000;0.3120;0.0000;0.0159;;
01/11/2024 05:00:00;0.0161;0.0000;0.3100;0.0001;0.0157;;
01/11/2024 06:00:00;0.0161;0.0000;0.3132;0.0081;0.0333;;
01/11/2024 07:00:00;0.0166;0.0000;0.2663;0.0173;0.0465;;
01/11/2024 08:00:00;0.0161;0.0000;0.0076;0.0140;0.0425;;
01/11/2024 09:00:00;0.0162;0.0000;0.0142;0.0096;0.0396;;
01/11/2024 10:00:00;0.0162;0.0000;0.1845;0.0078;0.0333;;
01/11/2024 11:00:00;0.0121;0.0000;0.0387;0.0014;0.0261;;
01/11/2024 12:00:00;0.0030;0.0000;0.1266;0.0027;0.0065;;
01/11/2024 13:00:00;0.0030;0.0000;0.1266;0.0027;0.0065;;
01/11/2024 14:00:00;0.0030;0.0000;0.1266;0.0027;0.0065;;
01/11/2024 15:00:00;0.0030;0.0000;0.1266;0.0027;0.0065;;
01/11/2024 16:00:00;0.0292;0.0000;0.4626;0.0107;0.0387;;
01/11/2024 17:00:00;0.0358;0.0000;0.2526;0.0123;0.0001;;
01/11/2024 18:00:00;0.0202;0.0000;0.3019;0.0175;0.0133;;
01/11/2024 19:00:00;0.0066;0.0000;0.1659;0.0053;0.0168;;
01/11/2024 20:00:00;0.0011;0.0000;0.0616;0.0006;0.0029;;
01/11/2024 21:00:00;0.0160;0.0000;0.2499;0.0108;0.0297;;
01/11/2024 22:00:00;0.0162;0.0000;0.5619;0.0060;0.0167;;
01/11/2024 23:00:00;0.0161;0.0000;0.5152;0.0000;0.0165;;
01/12/2024 00:00:00;0.0160;0.0000;0.4188;0.0000;0.0166;;
01/12/2024 01:00:00;0.0160;0.0000;0.3362;0.0002;0.0166;;
01/12/2024 02:00:00;0.0160;0.0000;0.4050;0.0000;0.0166;;
01/12/2024 03:00:00;0.0160;0.0000;0.3202;0.0000;0.0162;;
01/12/2024 04:00:00;0.0160;0.0000;0.3114;0.0000;0.0164;;
01/12/2024 05:00:00;0.0160;0.0000;0.2627;0.0006;0.0166;;
01/12/2024 06:00:00;0.0209;0.0000;0.2620;0.0152;0.0341;;
01/12/2024 07:00:00;0.0232;0.0000;0.2859;0.0159;0.0459;;
01/12/2024 08:00:00;0.0232;0.0000;0.0095;0.0153;0.0413;;
01/12/2024 09:00:00;0.0253;0.0000;0.0119;0.0150;0.0333;;
01/12/2024 10:00:00;0.0766;0.0000;0.1985;0.0082;0.0338;;
01/12/2024 11:00:00;0.0785;0.0000;0.1223;0.0014;0.0335;;
01/12/2024 12:00:00;0.0821;0.0000;0.3110;0.0023;0.0346;;
01/12/2024 13:00:00;0.0802;0.0000;0.5829;0.0108;0.0361;;
01/12/2024 14:00:00;0.0272;0.0000;0.2651;0.0151;0.0347;;
01/12/2024 15:00:00;0.0253;0.0000;0.3247;0.0085;0.0346;;
01/12/2024 16:00:00;0.0325;0.0000;0.2857;0.0044;0.0337;;
01/12/2024 17:00:00;0.0218;0.0000;0.2671;0.0038;0.0332;;
01/12/2024 18:00:00;0.0180;0.0000;0.2708;0.0205;0.0341;;
01/12/2024 19:00:00;0.0181;0.0000;0.3332;0.0177;0.0355;;
01/12/2024 20:00:00;0.0180;0.0000;0.2152;0.0120;0.0413;;
01/12/2024 21:00:00;0.0181;0.0000;0.2674;0.0147;0.0293;;
01/12/2024 22:00:00;0.0180;0.0000;0.5181;0.0013;0.0165;;
01/12/2024 23:00:00;0.0179;0.0000;0.4431;0.0000;0.0165;;
01/13/2024 00:00:00;0.0179;0.0000;0.3681;0.0000;0.0164;;
01/13/2024 01:00:00;0.0179;0.0000;0.3863;0.0002;0.0164;;
01/13/2024 02:00:00;0.0179;0.0000;0.3191;0.0000;0.0166;;
01/13/2024 03:00:00;0.0179;0.0000;0.3169;0.0000;0.0164;;
01/13/2024 04:00:00;0.0179;0.0000;0.3299;0.0000;0.0164;;
01/13/2024 05:00:00;0.0181;0.0000;0.2405;0.0007;0.0166;;
01/13/2024 06:00:00;0.0354;0.0000;0.2585;0.0072;0.0168;;
01/13/2024 07:00:00;0.0499;0.0000;0.2139;0.0019;0.0166;;
01/13/2024 08:00:00;0.0143;0.0000;0.2952;0.0042;0.0134;;
01/13/2024 09:00:00;0.0043;0.0000;0.0426;0.0025;0.0054;;
01/13/2024 10:00:00;0.0043;0.0000;0.0426;0.0025;0.0054;;
01/13/2024 11:00:00;0.0043;0.0000;0.0426;0.0025;0.0054;;
01/13/2024 12:00:00;0.0043;0.0000;0.0426;0.0025;0.0054;;
01/13/2024 13:00:00;0.0301;0.0000;0.5655;0.0080;0.0373;;
01/13/2024 14:00:00;0.0487;0.0000;0.5986;0.0123;0.0346;;
01/13/2024 15:00:00;0.0497;0.0000;0.7307;0.0155;0.0336;;
01/13/2024 16:00:00;0.0163;0.0000;0.5901;0.0139;0.0340;;
01/13/2024 17:00:00;0.0162;0.0000;0.6357;0.0077;0.0338;;
01/13/2024 18:00:00;0.0163;0.0000;0.6180;0.0178;0.0346;;
01/13/2024 19:00:00;0.0163;0.0000;0.4214;0.0218;0.0335;;
01/13/2024 20:00:00;0.0163;0.0000;0.5223;0.0180;0.0373;;
01/13/2024 21:00:00;0.0163;0.0000;0.4122;0.0146;0.0411;;
01/13/2024 22:00:00;0.0162;0.0000;0.4214;0.0151;0.0417;;
01/13/2024 23:00:00;0.0162;0.0000;0.3553;0.0022;0.0221;;
01/14/2024 00:00:00;0.0161;0.0000;0.3777;0.0000;0.0163;;
01/14/2024 01:00:00;0.0161;0.0000;0.3260;0.0000;0.0163;;
01/14/2024 02:00:00;0.0161;0.0000;0.3054;0.0000;0.0162;;
01/14/2024 03:00:00;0.0161;0.0000;0.2296;0.0000;0.0163;;
01/14/2024 04:00:00;0.0161;0.0000;0.3096;0.0001;0.0163;;
01/14/2024 05:00:00;0.0161;0.0000;0.2575;0.0025;0.0161;;
01/14/2024 06:00:00;0.0160;0.0000;0.2748;0.0000;0.0165;;
01/14/2024 07:00:00;0.0160;0.0000;0.2386;0.0126;0.0387;;
01/14/2024 08:00:00;0.0171;0.0000;0.3675;0.0135;0.0403;;
01/14/2024 09:00:00;0.0222;0.0000;0.5505;0.0098;0.0336;;
01/14/2024 10:00:00;0.0160;0.0000;0.0000;0.0100;0.0335;;
01/14/2024 11:00:00;0.0266;0.0000;0.1736;0.0146;0.0341;;
01/14/2024 12:00:00;0.0930;0.0000;0.7474;0.0089;0.0339;;
01/14/2024 13:00:00;0.0918;0.0000;0.6043;0.0077;0.0347;;
01/14/2024 14:00:00;0.0915;0.0000;0.4707;0.0092;0.0338;;
01/14/2024 15:00:00;0.0822;0.0000;0.3580;0.0093;0.0333;;
01/14/2024 16:00:00;0.0823;0.0000;0.0000;0.0073;0.0336;;
01/14/2024 17:00:00;0.0624;0.0000;0.0000;0.0080;0.0328;;
01/14/2024 18:00:00;0.0161;0.0000;0.0520;0.0182;0.0351;;
01/14/2024 19:00:00;0.0164;0.0000;0.6808;0.0200;0.0378;;
01/14/2024 20:00:00;0.0164;0.0000;0.5414;0.0058;0.0415;;
01/14/2024 21:00:00;0.0163;0.0000;0.5532;0.0002;0.0289;;
01/14/2024 22:00:00;0.0161;0.0000;0.5906;0.0000;0.0160;;
01/14/2024 23:00:00;0.0161;0.0000;0.5166;0.0000;0.0160;;
01/15/2024 00:00:00;0.0161;0.0000;0.5100;0.0000;0.0153;;
01/15/2024 01:00:00;0.0161;0.0000;0.4375;0.0000;0.0155;;
01/15/2024 02:00:00;0.0160;0.0000;0.3731;0.0002;0.0157;;
01/15/2024 03:00:00;0.0160;0.0000;0.4020;0.0000;0.0155;;
01/15/2024 04:00:00;0.0160;0.0000;0.3854;0.0000;0.0157;;
01/15/2024 05:00:00;0.0419;0.0000;0.1335;0.0029;0.0155;;
01/15/2024 06:00:00;0.0160;0.0000;0.1827;0.0162;0.0157;;
01/15/2024 07:00:00;0.0160;0.0000;0.2303;0.0147;0.0503;;
01/15/2024 08:00:00;0.0530;0.0000;0.3292;0.0093;0.0485;;
01/15/2024 09:00:00;0.0884;0.0000;0.4133;0.0075;0.0412;;
01/15/2024 10:00:00;0.0921;0.0000;0.3187;0.0078;0.0402;;
01/15/2024 11:00:00;0.1178;0.0000;0.5384;0.0083;0.0328;;
01/15/2024 12:00:00;0.1053;0.0000;0.3051;0.0091;0.0337;;
